ctxkey,pattern,histlen,pc,bw,bctx
3451,130573314,2,139997552854104,2,139997552852443
557,27362318,14,139997420244729,2,139997549162979
5847,189253668,36,139997551272670,64,139997549121152
15189,320918537,9,18446744071585164124,2,18446744071585981027
9631,162532358,6,139997420012356,2,139997551101027
3445,483422218,10,18446744071585941156,2,18446744071585940623
13461,172006419,19,139997550832810,2,139997548720595
2521,328115232,32,139997908618291,2,139997908617003
10195,15463430,6,18446744071585138364,2,18446744071585164131
4445,152667142,6,18446744071585992368,2,18446744071585975603
12352,504576016,16,139997554013324,2,139997549524230
15800,14714889,9,18446744071579220363,64,18446744071579221033
15295,268748821,21,139997552209265,2,139997550749375
12272,226731018,10,18446744071579221138,2,18446744071586915758
2449,531317769,9,139997420011372,2,139997549564531
6610,278591497,9,139997549368436,2,139997549496840
3981,25189391,15,139997550429611,2,139997420012387
12159,181490703,15,139997549378331,2,139997549162979
2882,534916106,10,18446744071587233948,2,18446744071578858382
5169,439950345,9,139997551647237,2,139997552712423
2992,291375120,16,139997549221575,2,139997420011734
741,294836230,6,139997554357462,2,139997549492919
7787,421733382,6,18446744071580077715,2,18446744071580079903
741,479727626,10,139997554357577,2,139997549492919
70,525828109,13,18446744071585236812,2,18446744071585223044
13845,311105546,10,139997420010809,2,139997550559419
1749,252845062,6,18446744071585947607,64,18446744071589333968
14030,115830798,14,18446744071585176168,2,18446744071585240332
3501,372697102,14,139997549848801,2,139997549682643
2641,33760280,24,18446744071580306642,2,18446744071580458341
3057,330906630,6,139997549368336,2,139997549496813
15603,137456646,6,18446744071585158064,2,18446744071585164177
7556,201515014,6,18446744071582314564,2,18446744071585975676
740,400719878,6,18446744071585451044,64,18446744071589333600
7033,452189190,6,139997551100834,2,139997915896255
8424,116027398,6,139997900248359,2,139997898866528
3245,39075853,13,18446744071585235739,2,18446744071585940641
6024,162767878,6,18446744071585974390,2,18446744071585139620
1749,131250185,9,18446744071585947574,64,18446744071589333968
2533,452614155,11,139997550878198,2,139997550877571
6635,481949707,11,18446744071585974897,2,18446744071585992247
3223,515065865,9,139997550272319,2,139997549473617
13500,365537286,6,139997420011372,2,139997550570608
425,311130118,6,18446744072100385773,2,18446744071579740533
740,219068429,13,18446744071585451140,64,18446744071589333600
3538,278629382,6,18446744071580081826,2,18446744071580083182
4262,381937670,6,18446744071580382617,2,18446744071580079902
14035,56331277,13,139997554397686,2,139997550214095
13749,88194062,14,139997552004644,2,139997549162979
13749,224407561,9,139997552004673,2,139997549162979
11931,170568717,13,139997549504963,2,139997549487539
1067,117925902,14,18446744071580408269,2,18446744071580402587
3328,429477894,6,139997550792135,2,139997419279372
12713,505103373,13,139997550531784,2,139997549087623
2992,264010766,14,139997420011393,2,139997420011734
9283,240215068,28,139997908628381,2,139997908624011
4634,359127053,13,18446744071585975986,2,18446744071585974396
15441,136584205,13,139997420010809,2,139997551396735
