ctxkey,pattern,histlen,pc,bw,bctx
4934,946189,13,354561512,2,350596318
15931,489375754,10,353391007,2,344924341
2581,195008529,17,350562334,2,353376893
6460,97214476,12,351657025,2,140104763110684
4907,102531085,13,361208270,2,355575269
7490,504607757,13,352976131,2,352975844
10045,6922250,10,350678125,2,352315839
10899,507167755,11,344831249,2,352972489
2532,488351772,28,351562504,64,351563892
5832,184655908,36,351562504,64,351563892
9600,213392396,12,355488004,2,356119120
3814,304368660,20,350562334,2,353390476
9328,94630921,9,352962978,2,352962696
2731,75533314,2,351697692,2,351698091
11482,327392262,6,352750669,2,781382800
13671,388610062,14,351836252,2,351837043
10977,57465880,24,350746498,2,350749081
14199,451025931,11,351177487,2,350562113
4083,146229264,16,350838044,2,350736483
15602,511865884,28,354089354,2,350562356
10538,191153188,36,353422849,64,353422766
5460,49159196,28,351562536,64,351563501
2877,397998090,10,350729719,2,344704763
14594,120783878,6,352042527,2,350654308
6643,531041306,26,351562536,64,351563501
2173,178947096,24,350763039,2,350763051
5961,121787418,26,351562536,64,351563501
1168,310496280,24,353752041,2,357525640
12374,436992017,17,351770813,2,351771218
1566,276870150,6,351936453,2,350688556
6601,303767561,9,355765048,2,355764603
5349,162021395,19,350749110,2,355372555
1168,224311318,22,353751762,2,357525640
2844,104504329,9,350562141,2,351683444
2646,78561295,15,351604142,2,140104762769178
5799,237719562,10,351040334,2,356119379
10782,344446993,17,351607484,2,351608046
6593,168922130,18,353138080,2,353137441
1616,151668748,12,351771103,2,351794434
6790,313197574,6,352751324,2,344704716
9192,231359498,10,351775687,2,351794434
1038,95549459,19,351609538,2,356119120
7099,322586641,17,350838503,2,363907403
15655,359354382,14,351794513,2,351794455
6601,273377286,6,355765048,2,355764603
14962,40979473,17,350562141,2,353138032
5728,252152846,14,351649603,2,351613126
11932,458952714,10,354560291,2,354562712
580,137006089,9,352319528,2,350596314
11932,311549964,12,354560197,2,354562712
5929,437357580,12,351648642,2,351648689
13158,34106378,10,355451460,2,781383184
9362,175170572,12,351648687,2,140104762923686
2646,471722001,17,351606077,2,140104762769178
2717,302138382,14,350272157,2,354623667
1732,22050848,32,350562334,2,356119144
2646,101823516,28,351606077,2,140104762769178
13138,337356809,9,351617998,2,781383184
3519,186326026,10,344996152,2,344996177
2575,7607322,26,355452118,2,351550621
5764,417303584,32,355706545,2,355707544
1774,214523910,6,355656299,2,350858754
10858,522783746,2,355444740,2,354646292
8397,301999120,16,355413749,2,350744223
4881,436536333,13,350562182,2,351683003
6569,338230296,24,350839214,2,355846975
2620,296953882,26,350871010,2,350870562
2646,26290189,13,351605233,2,140104762769178
14215,96017414,6,351513936,2,351512581
4219,166853650,18,351779517,2,351779395
5070,167087117,13,350562141,2,351682916
3835,254200852,20,351562385,2,351563283
11219,394160142,14,352786628,2,352786013
2960,343670798,14,352796933,2,350562090
10858,461377538,2,355444740,2,354646292
5286,63646731,11,355692125,2,356125754
1962,246043662,14,351757722,2,351764802
2966,226670605,13,351562536,2,351562366
1786,178011149,13,351757439,2,351764994
1786,203521030,6,351757408,2,351764994
4279,488767497,9,351550215,2,350884197
9403,495087628,12,351794416,2,351768255
13977,511829005,13,350562334,2,353374271
16342,242143245,13,350596196,2,356119120
3277,405347347,19,351648720,2,351648741
3069,400813062,6,351847265,2,351865193
3893,513116173,13,351418338,2,344996177
7441,179994630,6,354063848,2,353956661
7583,411792386,2,351572473,2,351111171
3694,516061193,9,351758084,2,351766078
7013,124812290,2,351548970,2,350739111
3694,106550282,10,351757927,2,351766078
3694,465766410,10,351757986,2,351766078
3694,214152204,12,351758016,2,351766078
13886,78201872,16,350804115,2,350780676
9584,24215558,6,352784892,2,344704716
602,448830470,6,353376934,2,350562356
5286,61362186,10,355692056,2,356125754
3694,18117646,14,351758050,2,351766078
1786,142173194,10,351757471,2,351764994
6685,226767886,14,344895757,2,345244017
8083,376659978,10,351648687,2,351794545
280,316564501,21,350842531,2,350736282
9584,88782858,10,352787830,2,344704716
6334,514963462,6,353667438,2,353667178
2637,266550281,9,352786641,2,350562039
11076,231977998,14,140104763110394,2,351625298
14250,141321233,17,350838248,2,363907448
10980,38432778,10,352965171,2,781382800
11215,217391124,20,352850934,2,352904869
2591,200454150,6,353076658,2,353075633
14377,22062092,12,350729560,2,350729695
5856,328365065,9,351586801,2,351585398
15483,252675092,20,352785681,2,352786013
6981,73377808,16,350763039,2,350763051
5855,355720205,13,353034076,2,350562635
2637,36725786,26,352784040,2,350562039
11634,350823435,11,350729560,2,344704716
13493,426362889,9,351786219,2,351376251
14233,367510550,22,363907366,2,363907403
1215,199224334,14,351848774,2,351865193
2966,467521553,17,351562504,2,351562366
8075,118093842,18,351784303,2,140104763109739
11609,489480224,32,350883491,2,355720057
8075,213185554,18,351780695,2,140104763109739
14495,277792783,15,354221257,2,354217821
9722,408697871,15,351514363,2,356119120
12425,418627590,6,352018021,2,352003967
5609,285073424,16,353312084,2,353317869
8075,247816209,17,351780521,2,140104763109739
6601,468544525,13,355765048,2,355764603
11215,60197905,17,352850934,2,352904869
3318,532237323,11,351550590,2,351648660
15157,103469065,9,351676487,2,351679707
13753,480953363,19,352971858,2,344704739
12140,44080140,12,352964805,2,352963018
1844,151199750,6,351650885,2,351650540
8075,137059342,14,351780834,2,140104763109739
2173,61663248,16,350763039,2,350763051
9395,211850246,6,350562421,2,351569345
1487,338146317,13,350844345,2,350844767
1961,472587266,2,354403551,2,355910261
4763,178809876,20,353040379,2,363827045
5560,128180237,13,351596982,2,351596824
5760,530460686,14,351514179,2,356119120
13886,434009108,20,350804115,2,350780676
5764,357854236,28,355706545,2,355707544
5100,299028494,14,355438331,2,355438244
4763,486958097,17,353040463,2,363827045
8427,291149852,28,353555958,2,347447883
3702,87062548,20,350562334,2,353069782
16255,290681888,32,350745697,64,355372603
8007,533541901,13,350859338,2,350831427
9030,340427794,18,350807626,2,781382720
